Title,Partner,Subject,Description,Rating,Level,Duration,Skills,URL
IBM Back-End Development Professional Certificate,IBM,Software Development,Prepare for a career as a back-end developer. Gain the in-demand skills and hands-on experience to get job-ready in less than 6 months.,4.7,Beginner level,6 months,"['Linux Commands', 'Object-Relational Mapping', 'Software Architecture', 'Flask (Web Framework)', 'Cloud-Native Computing', 'Microservices', 'Application Deployment', 'Shell Script', 'Istio']",https://www.coursera.org/professional-certificates/ibm-backend-development
IBM IT Project Manager Professional Certificate,IBM,Leadership and Management,Launch your career as an IT project manager. Get job-ready and prep for the Certified Associate in Project Management (CAPM) certification exam.,4.8,Beginner level,4 months,"['Development Environment', 'Interviewing Skills', 'Software Architecture', 'Project Management', 'Stakeholder Engagement', 'Resource Management', 'Project Risk Management', 'Agile Software Development']",https://www.coursera.org/professional-certificates/ibm-it-project-manager
Digital Marketing Specialization,University of Illinois Urbana-Champaign,Marketing,"Drive Customer Behavior Online. A six-course overview of the latest digital marketing skills, taught by industry experts.",4.6,Beginner level,4 months,"['Digital Advertising', 'Content Marketing', 'Digital Media Strategy', 'Marketing Communications', 'Google Analytics', 'Marketing', 'Analytics', 'Marketing Analytics', 'Email Marketing', 'Digital Marketing']",https://www.coursera.org/specializations/digital-marketing
Introduction to Statistics,Stanford University,Data Analysis,Instructor: Guenther Walther,4.6,Beginner level,Flexible schedule,"['Statistical Modeling', 'Data Analysis', 'Exploratory Data Analysis', 'Quantitative Research', 'Data Collection', 'Probability Distribution', 'Statistical Methods', 'Sampling (Statistics)', 'Regression Analysis']",https://www.coursera.org/learn/stanford-statistics
Google Prompting Essentials Specialization,Google,Machine Learning,Unlock AI’s Potential with Effective Prompts. Learn from Google experts how to use AI effectively by writing clear and specific prompts.,4.8,Beginner level,1 month,"['Document Management', 'Machine Learning', 'Graphing', 'Ideation', 'Solution Design', 'ChatGPT', 'Report Writing', 'Prompt Engineering', 'Business Correspondence', 'Taking Meeting Minutes', 'Critical Thinking']",https://www.coursera.org/specializations/prompting-essentials-google
Generative AI for Educators Specialization,IBM,Education,Reinvent teaching with gen AI-powered innovation. Learn how to leverage gen AI tools to transform education and training and drive excellent learning experiences in just a few weeks!,4.9,Beginner level,1 month,"['Data Security', 'Virtual Environment', 'Large Language Modeling', 'ChatGPT', 'OpenAI', 'IBM Cloud', 'Prompt Engineering', 'Image Analysis', 'Education Software and Technology', 'Emerging Technologies']",https://www.coursera.org/specializations/generative-ai-educators
Analyze Data to Answer Questions,Google,Data Analysis,This course is part of Google Data Analytics Professional Certificate,4.6,Beginner level,Flexible schedule,"['Pivot Tables And Charts', 'Data Integration', 'Data Transformation', 'Analytics', 'Excel Formulas', 'Data Validation', 'Data Compilation', 'SQL', 'Data Analysis', 'User Feedback', 'Spreadsheet Software', 'Data Manipulation']",https://www.coursera.org/learn/analyze-data
Build Wireframes and Low-Fidelity Prototypes,Google,Design and Product,This course is part of Google UX Design Professional Certificate,4.9,Beginner level,Flexible schedule,"['User Story', 'Information Architecture', 'User Experience Design', 'Figma (Design Software)', 'Prototyping', 'User Centered Design', 'Storyboarding', 'User Interface (UI)', 'Mockups', 'Wireframing', 'Usability']",https://www.coursera.org/learn/wireframes-low-fidelity-prototypes
Preparing for Google Cloud Certification: Cloud Developer Professional Certificate,Google Cloud,Cloud Computing,Developer Best Practices on Google Cloud,4.7,Intermediate level,2 months,"['Containerization', 'Identity and Access Management', 'Cloud Computing', 'Microservices', 'Cloud Applications', 'Application Deployment', 'Prompt Engineering', 'Debugging', 'Cloud Storage', 'Cloud Infrastructure', 'CI/CD']",https://www.coursera.org/professional-certificates/google-cloud-developer
Google Business Intelligence Professional Certificate,Google,Data Analysis,"Learn in-demand skills like data modeling, data visualization, and dashboarding and reporting in less than 2 months.",4.8,Advanced level,Flexible schedule,"['Database Design', 'Interviewing Skills', 'Dashboard', 'Stakeholder Engagement', 'Professional Development', 'Data Integrity', 'Tableau Software', 'Business Analysis', 'Business Process', 'Stakeholder Communications']",https://www.coursera.org/professional-certificates/google-business-intelligence
Microsoft IT Support Specialist Professional Certificate,Microsoft,Support and Operations,Launch your career as an IT support specialist. Build job-ready skills – and must-have AI skills – for an in-demand career. Earn a credential from Microsoft. No prior experience required.,4.8,Beginner level,3 months,"['Collaborative Software', 'System Support', 'Application Security', 'Cloud Computing', 'Cybersecurity', 'Technical Support', 'Microsoft Teams', 'Microsoft 365', 'Computer Hardware', 'Network Troubleshooting']",https://www.coursera.org/professional-certificates/microsoft-it-support-specialist
Data Science Foundations Specialization,University of London,Data Analysis,"Unlock Academic & Career Success with Data Science. Build the foundational knowledge and hands-on skills you need to forge new career opportunities, with no technical experience required.",4.7,Beginner level,3 months,"['Machine Learning Algorithms', 'Machine Learning', 'Data Visualization Software', 'Project Management', 'Dashboard', 'Unsupervised Learning', 'Pandas (Python Package)', 'NumPy', 'Pseudocode', 'Data Mining']",https://www.coursera.org/specializations/data-science-foundations
IBM Data Architecture Professional Certificate,IBM,Data Management,"Launch your career as a data architect. Learn in-demand skills like data engineering, database management, and data architecture in less than 5 months.",4.7,Beginner level,4 months,"['Database Design', 'Data Security', 'Linux Commands', 'Database Administration', 'Data Store', 'SQL', 'Database Management', 'Apache Hadoop', 'Data Migration', 'NoSQL', 'Data Governance', 'Data Warehousing']",https://www.coursera.org/professional-certificates/ibm-data-architect
Machine Learning on Google Cloud Specialization,Google Cloud,Machine Learning,Learn machine learning with Google Cloud. Real-world experimentation with end-to-end ML,4.6,Intermediate level,1 month,"['Machine Learning', 'Keras (Neural Network Library)', 'MLOps (Machine Learning Operations)', 'Workflow Management', 'Applied Machine Learning', 'Cloud Computing', 'Application Deployment', 'Prompt Engineering']",https://www.coursera.org/specializations/machine-learning-tensorflow-gcp
IBM Introduction to Machine Learning Specialization,IBM,Data Analysis,Learn machine learning through real use cases. Build the skills for a career in one of the most relevant fields of modern AI through hands-on projects and curriculum from IBM’s experts.,4.7,Intermediate level,2 months,"['Machine Learning Algorithms', 'Statistical Modeling', 'Machine Learning', 'Applied Machine Learning', 'Unsupervised Learning', 'Exploratory Data Analysis', 'Classification And Regression Tree (CART)']",https://www.coursera.org/specializations/ibm-intro-machine-learning
Applied Software Engineering Fundamentals Specialization,IBM,Software Development,"Build the foundation of your career in Software. Develop hands-on experience with Git, GitHub, Linux, and Python, and learn the fundamentals of Software Engineering.",4.7,Beginner level,Flexible schedule,"['Development Environment', 'Unit Testing', 'Linux Commands', 'GitHub', 'Software Architecture', 'File Management', 'Flask (Web Framework)', 'Application Deployment', 'Shell Script', 'Linux', 'Engineering Software']",https://www.coursera.org/specializations/software-engineering-fundamentals
Google Cloud Digital Leader Training Professional Certificate,Google Cloud,Cloud Computing,Gain foundational literacy in cloud & digital transformation. Increase your cloud confidence so you can speak with colleagues in technical cloud roles and contribute to informed cloud-related business decisions.,4.8,Beginner level,1 month,"['Data Security', 'Big Data', 'Cloud Computing', 'Digital Transformation', 'Cloud Infrastructure', 'Cloud Management', 'Data Governance', 'Google Cloud Platform', 'Data Warehousing', 'Serverless Computing']",https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training
Generative AI Data Analyst Specialization,Vanderbilt University,Data Analysis,"Become a Generative AI Data Analyst. Learn how to use ChatGPT and generative AI tools to analyze data, automate workflows, and communicate insights with clarity and impact.",4.8,Beginner level,1 month,"['Document Management', 'Data Integration', 'Large Language Modeling', 'Data Synthesis', 'Pivot Tables And Charts', 'Productivity', 'ChatGPT', 'Prompt Engineering', 'Excel Formulas', 'Data Cleansing', 'Databases', 'SQL']",https://www.coursera.org/specializations/generative-ai-data-analyst
Introduction to Programming with Python and Java Specialization,University of Pennsylvania,Software Development,"Boost Your Computer Programming Skills. With minimal previous exposure, learn two popular programming languages at an accelerated pace.",4.5,Beginner level,2 months,"['Java', 'Unit Testing', 'Programming Principles', 'Data Visualization Software', 'Eclipse (Software)', 'Matplotlib', 'Pivot Tables And Charts', 'Pandas (Python Package)', 'Java Programming', 'Debugging', 'Data Cleansing']",https://www.coursera.org/specializations/programming-python-java
Gemini for Google Workspace Specialization,Google Cloud,Cloud Computing,Use generative AI features in Google Workspace. Learn how to use generative AI with Gemini for Google Workspace to improve your productivity and efficiency,4.6,Beginner level,1 month,"['Storytelling', 'Video Production', 'Multimedia', 'Project Management', 'Google Workspace', 'Media Production', 'Workflow Management', 'Writing', 'Prompt Engineering', 'Video Editing', 'Google Sheets', 'Collaboration']",https://www.coursera.org/specializations/gemini-for-google-workspace
Prompt Engineering for ChatGPT,Vanderbilt University,Machine Learning,"This course is part of multiple programs.
Learn more",4.8,Beginner level,Flexible schedule,"['Large Language Modeling', 'Productivity', 'Problem Solving', 'ChatGPT', 'Collaboration', 'Creative Thinking', 'Prompt Engineering', 'Ingenuity', 'Brainstorming', 'Generative AI', 'Application Development']",https://www.coursera.org/learn/prompt-engineering
Introduction to Data Science Specialization,IBM,Data Analysis,Launch your career in data science. Gain foundational data science skills to prepare for a career or further advanced learning in data science.,4.7,Beginner level,1 month,"['Data Analysis Software', 'GitHub', 'Big Data', 'Cloud Computing', 'Business Analysis', 'Data Cleansing', 'Databases', 'SQL', 'Data Mining', 'Query Languages', 'Data Literacy', 'Peer Review']",https://www.coursera.org/specializations/introduction-data-science
Introduction to Marketing,University of Pennsylvania,Marketing,This course is part of Business Foundations Specialization,4.8,,10 hours to complete,"['Brand Strategy', 'Customer experience strategy (CX)', 'Brand Awareness', 'Marketing Communications', 'Customer Insights', 'Marketing', 'Price Negotiation', 'Communication Strategies', 'Brand Loyalty']",https://www.coursera.org/learn/wharton-marketing
Generative AI Fundamentals Specialization,IBM,Machine Learning,Unlock and leverage the potential of generative AI. Learn how you can use the capabilities of generative AI to enhance your work and daily life.,4.7,Beginner level,1 month,"['Large Language Modeling', 'ChatGPT', 'Artificial Neural Networks', 'OpenAI', 'IBM Cloud', 'Prompt Engineering', 'Leadership and Management', 'Business Development', 'Deep Learning', 'Business Transformation']",https://www.coursera.org/specializations/generative-ai-for-everyone
Microsoft Back-End Developer Professional Certificate,Microsoft,Mobile and Web Development,Launch your Career in Back-End Development. Start your journey as a back-end developer. Develop job-ready AI-powered skills and earn a certificate from Microsoft. No prior experience is required.,4.7,Beginner level,6 months,"['Authentications', 'Continuous Integration', 'Graph Theory', 'Application Deployment', 'Role-Based Access Control (RBAC)', 'Debugging', 'SQL', 'Database Management', 'CI/CD', 'C# (Programming Language)', '.NET Framework']",https://www.coursera.org/professional-certificates/microsoft-back-end-developer
Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate,Google Cloud,Cloud Computing,Start your career in the cloud.,4.8,Intermediate level,1 month,"['Containerization', 'Identity and Access Management', 'Cloud Computing', 'Network Infrastructure', 'Application Deployment', 'Prompt Engineering', 'Cloud Storage', 'Cloud Infrastructure']",https://www.coursera.org/professional-certificates/cloud-engineering-gcp
IBM Java Developer Professional Certificate,IBM,Software Development,Prepare for a career as a Java developer. Gain the in-demand skills and hands-on experience to get job-ready in 3 months. No prior experience required.,4.8,Beginner level,3 months,"['Database Design', 'Containerization', 'Development Environment', 'GitHub', 'Software Architecture', 'Cloud-Native Computing', 'Microservices', 'Software Development', 'Cascading Style Sheets (CSS)']",https://www.coursera.org/professional-certificates/java-developer
AI & Law,Lund University,Law,"Instructors: Jeffery Atik
+8 more",4.7,Beginner level,Flexible schedule,"['Law, Regulation, and Compliance', 'Legal Research', 'Intellectual Property', 'Public Administration', 'Healthcare Industry Knowledge', 'Legal Proceedings', 'Artificial Intelligence', 'Innovation']",https://www.coursera.org/learn/ai-law
Digital Product Management Specialization,University of Virginia,Design and Product,Implement a modern approach to product management. Master the fundamentals that create great teams and products,4.8,Beginner level,1 month,"['Usability Testing', 'Customer Analysis', 'Continuous Delivery', 'Agile Project Management', 'New Product Development', 'Agile Software Development', 'Team Management', 'Innovation', 'Product Testing']",https://www.coursera.org/specializations/uva-darden-digital-product-management
Microsoft Excel Professional Certificate,Microsoft,Data Analysis,"Develop Excel Skills from Microsoft. Develop your data analysis skills in Excel with AI-driven Copilot, hands-on projects, and expert guidance to accelerate your career.",4.2,Beginner level,3 months,"['Data Visualization Software', 'Forecasting', 'Dashboard', 'Pivot Tables And Charts', 'Prompt Engineering', 'Excel Formulas', 'Data Cleansing', 'Microsoft Excel', 'Data Processing', 'Data Manipulation']",https://www.coursera.org/professional-certificates/microsoft-excel-skills
Workday in Action Series,Workday,Business Essentials,Instructor: Workday Education,4.8,Beginner level,9 hours to complete,"['Benefits Administration', 'Accounts Payable and Receivable', 'Human Capital', 'Recruitment', 'Business Process Management', 'Workday (Software)', 'Accounting Software', 'Payroll', 'Human Resources Software']",https://www.coursera.org/learn/workday-in-action-series
Generative AI for Data Analysts Specialization,IBM,Data Analysis,Build generative AI skills for data analytics. Enhance your career as a data analyst with knowledge of generative AI! No prior experience necessary.,4.8,Intermediate level,2 months,"['Data Visualization Software', 'Dashboard', 'Large Language Modeling', 'ChatGPT', 'OpenAI', 'IBM Cloud', 'Prompt Engineering', 'Image Analysis', 'Artificial Intelligence and Machine Learning (AI/ML)', 'SQL', 'Analytics']",https://www.coursera.org/specializations/generative-ai-for-data-analysts
IBM Back-end JavaScript Developer Professional Certificate,IBM,Software Development,Launch your Back-End JavaScript Developer career. Build the skills and hands-on experience to get job-ready in under four months. No degree or prior experience required.,4.7,Beginner level,4 months,"['Containerization', 'Development Environment', 'OpenShift', 'Ajax', 'Software Architecture', 'Javascript', 'Cloud-Native Computing', 'Azure DevOps', 'Application Deployment', 'Software Development']",https://www.coursera.org/professional-certificates/backend-javascript-developer
Generative AI for Business Analysts Specialization,IBM,Business Essentials,Power up your business analysis career with GenAI. Build the game-changing GenAI skills businesses need in 3 weeks. No AI experience required.,,Beginner level,2 months,"['Business Strategy', 'Large Language Modeling', 'Workflow Management', 'ChatGPT', 'Business Analysis', 'OpenAI', 'IBM Cloud', 'Stakeholder Communications', 'Prompt Engineering', 'Image Analysis', 'Requirements Elicitation']",https://www.coursera.org/specializations/generative-ai-for-business-analysts
IBM Generative AI for Cybersecurity Professionals Specialization,IBM,Security,Enhance your career in Cybersecurity with AI. Build in-demand generative AI skills and gain credentials for your cybersecurity career in 3 months or less. No degree or prior experience required.,4.8,Intermediate level,3 months,"['Security Information and Event Management (SIEM)', 'Large Language Modeling', 'Cybersecurity', 'ChatGPT', 'OpenAI', 'IBM Cloud', 'Natural Language Processing', 'Prompt Engineering', 'Incident Management']",https://www.coursera.org/specializations/generative-ai-for-cybersecurity-professionals
Generative AI SQL Database Specialist with ChatGPT Specialization,Vanderbilt University,Data Management,"AI-Driven Database Design For Professionals. Master SQL database design, query generation, and data visualization using AI.",4.9,Intermediate level,2 months,"['Database Design', 'Technical Design', 'Dashboard', 'Large Language Modeling', 'Automation', 'Productivity', 'ChatGPT', 'Software Documentation', 'Prompt Engineering', 'Debugging', 'Gap Analysis', 'SQL']",https://www.coursera.org/specializations/generative-ai-sql-database-specialist-chatgpt
"Influencing: Storytelling, Change Management and Governance Specialization",Macquarie University,Leadership and Management,"Instructors: Dr Andrew Heys
+5 more",4.7,Beginner level,2 months,"['Governance', 'Storytelling', 'Persuasive Communication', 'Negotiation', 'Rapport Building', 'Risk Management Framework', 'Enterprise Risk Management (ERM)', 'Influencing', 'Meeting Facilitation']",https://www.coursera.org/specializations/influencing-storytelling-change-management
Maximize Productivity With AI Tools,Google,Machine Learning,This course is part of Google AI Essentials Specialization,4.8,Beginner level,Flexible schedule,"['Business Workflow Analysis', 'Complex Problem Solving', 'Operational Efficiency', 'Productivity Software', 'Prompt Engineering', 'Generative AI', 'Process Optimization']",https://www.coursera.org/learn/google-maximize-productivity-with-ai-tools
Supply Chain Management Specialization,Rutgers the State University of New Jersey,Business Essentials,"Supply Chain Management. Master the Fundamentals: Logistics, Operations, Planning, Sourcing, and Strategy",4.8,Beginner level,2 months,"['Production Process', 'Strategic Sourcing', 'Supply Management', 'Customer Demand Planning', 'Forecasting', 'Demand Planning', 'Lean Manufacturing', 'Logistics', 'Inventory and Warehousing', 'Process Improvement']",https://www.coursera.org/specializations/supply-chain-management
Business Foundations Specialization,University of Pennsylvania,Business Essentials,"Solve Real Business Problems. Build a foundation of core business skills in marketing, finance, accounting and operations.",4.7,Beginner level,2 months,"['Marketing Planning', 'Capital Budgeting', 'Corporate Finance', 'People Management', 'Financial Statement Analysis', 'Branding', 'Operations Management', 'Marketing', 'Process Analysis', 'Financial Accounting']",https://www.coursera.org/specializations/wharton-business-foundations
Introduction to Generative AI Learning Path Specialization,Google Cloud,Cloud Computing,Instructor: Google Cloud Training,4.6,Intermediate level,1 month,"['Governance', 'Decision Making', 'Machine Learning Methods', 'Large Language Modeling', 'Accountability', 'Prompt Engineering', 'Artificial Intelligence and Machine Learning (AI/ML)', 'Google Cloud Platform']",https://www.coursera.org/specializations/introduction-to-generative-ai
AWS Cloud Solutions Architect Professional Certificate,Amazon Web Services,Cloud Computing,Start here to become an AWS Solutions Architect. Gain the skills and knowledge to design architectural solutions on AWS and prepare for your AWS Certified Solutions Architect - Associate exam.,4.8,Intermediate level,Flexible schedule,"['API Gateway', 'Event-Driven Programming', 'Amazon Elastic Compute Cloud', 'Software Architecture', 'Cloud Computing', 'Amazon S3', 'AWS Identity and Access Management (IAM)', 'Cloud Storage']",https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect
Share Data Through the Art of Visualization,Google,Data Analysis,This course is part of Google Data Analytics Professional Certificate,4.6,Beginner level,Flexible schedule,"['Interactive Data Visualization', 'Data Storytelling', 'Data Analysis', 'Data Visualization Software', 'Presentations', 'Web Content Accessibility Guidelines', 'Data Presentation', 'Data Visualization']",https://www.coursera.org/learn/visualize-data
Foundations of Management Specialization,IESE Business School,Leadership and Management,Boost Your Career with New Business Knowledge. Master Business Management Fundamentals,4.7,Beginner level,2 months,"['Balance Sheet', 'Working Capital', 'People Management', 'Financial Statement Analysis', 'Business Analysis', 'Accounting', 'Team Management', 'Marketing', 'Cash Flows', 'Strategic Marketing', 'Financial Analysis']",https://www.coursera.org/specializations/foundations-management
"Introduction to Biology: Ecology, Evolution, & Biodiversity Specialization",Rice University,Environmental Science and Sustainability,Understand nature like a biologist.. Embark on a journey from the classroom to museums and nature reserves to gain a broad overview and appreciation of three important fields of biology.,4.8,Beginner level,4 months,"['Life Sciences', 'Anatomy', 'Research', 'Microbiology', 'Environmental Science', 'Scientific Methods', 'Experimentation', 'Demography', 'Molecular Biology', 'Estimation', 'Data Collection', 'Taxonomy']",https://www.coursera.org/specializations/introduction-to-biology
IBM DevOps and Software Engineering Professional Certificate,IBM,Software Development,"Launch your DevOps and Software Engineering Career. Master DevOps, Agile, Scrum, CI/CD and Cloud Native with hands-on job-ready skills.",4.7,Beginner level,Flexible schedule,"['Continuous Integration', 'Linux Commands', 'Flask (Web Framework)', 'Software Engineering', 'Application Deployment', 'Istio', 'Test Driven Development (TDD)', 'Gherkin (Scripting Language)']",https://www.coursera.org/professional-certificates/devops-and-software-engineering
Google IT Support Professional Certificate,Google,Support and Operations,The launchpad to a career in IT. This program is designed to take beginner learners to job readiness in about three-to-six months.,4.8,Beginner level,Flexible schedule,"['Interviewing Skills', 'Application Security', 'File Systems', 'Information Systems Security', 'Technical Support', 'Professional Development', 'Computer Hardware', 'Microsoft Windows']",https://www.coursera.org/professional-certificates/google-it-support
Applied Data Science Specialization,IBM,Machine Learning,"Get hands-on skills for a career in data science. Learn Python, analyze and visualize data. Apply your skills to data science and machine learning.",4.7,Beginner level,Flexible schedule,"['Machine Learning', 'Data Visualization Software', 'Data Wrangling', 'Dashboard', 'Matplotlib', 'Exploratory Data Analysis', 'Pandas (Python Package)', 'Plotly', 'Interactive Data Visualization', 'Data Visualization']",https://www.coursera.org/specializations/applied-data-science
Generative AI HR Professional Specialization,Vanderbilt University,Leadership and Management,"Master AI to Transform HR Operations. Master AI patterns to streamline hiring, development, and communications.",5.0,Beginner level,1 month,"['Employee Performance Management', 'Performance Review', 'Interviewing Skills', 'New Hire Orientations', 'Human Resources', 'Large Language Modeling', 'Professional Development', 'Productivity']",https://www.coursera.org/specializations/generative-ai-hr-professional
ISC2 Systems Security Certified Practitioner (SSCP),ISC2,Security,Advance Your IT Career with Cybersecurity Skills. Gain Flexibility with Self-Paced Learning.,4.8,Beginner level,1 month,"['Authentications', 'Security Controls', 'Public Key Infrastructure', 'Cryptography', 'Computer Security Incident Management', 'Endpoint Security', 'Security Awareness', 'Continuous Monitoring', 'Mobile Security']",https://www.coursera.org/specializations/sscp-training
Machine Learning in Production,DeepLearning.AI,Machine Learning,Instructor: Andrew Ng,4.8,Intermediate level,Flexible schedule,"['Continuous Deployment', 'Machine Learning', 'Applied Machine Learning', 'Software Development Life Cycle', 'Continuous Monitoring', 'Data Validation', 'Debugging', 'Data Pipelines', 'Application Deployment']",https://www.coursera.org/learn/introduction-to-machine-learning-in-production
Generative AI with Large Language Models,DeepLearning.AI,Algorithms,"Instructors: Chris Fregly
+3 more",4.8,Intermediate level,Flexible schedule,"['Machine Learning', 'ChatGPT', 'Scalability', 'Large Language Modeling', 'Python Programming', 'Tensorflow', 'Reinforcement Learning', 'Deep Learning', 'Performance Metric', 'Prompt Engineering', 'OpenAI', 'Performance Tuning']",https://www.coursera.org/learn/generative-ai-with-llms
"TESOL Certificate, Part 1: Teach English Now! Specialization",Arizona State University,Learning English,"TESOL Certificate, Part 1: Teach English Now!. Learn theory and the practical strategies of English as a Second Language teaching.",4.9,Beginner level,3 months,"['Self-Awareness', 'Pedagogy', 'Instructional Strategies', 'Grammar', 'Goal Setting', 'Education Software and Technology', 'Design Strategies', 'Learning Strategies', 'Learning Theory', 'Enthusiasm']",https://www.coursera.org/specializations/tesol
Data Analysis with R Programming,Google,Data Analysis,This course is part of Google Data Analytics Professional Certificate,4.8,Beginner level,Flexible schedule,"['Statistical Visualization', 'Tidyverse (R Package)', 'Data Structures', 'Data Transformation', 'Data Cleansing', 'Data Visualization', 'Data Manipulation', 'R Programming', 'Statistical Programming']",https://www.coursera.org/learn/data-analysis-r
Master Microsoft Office 365 and Power Platform Specialization,Microsoft,Business Essentials,"Master Microsoft Office and Power Platform. Boost your productivity and become an Expert in Word, Excel, PowerPoint, and Power Platform",4.6,Beginner level,3 months,"['Microsoft Word', 'Data Integration', 'Multimedia', 'Dashboard', 'Microsoft 365', 'Microsoft PowerPoint', 'Prompt Engineering', 'Excel Formulas', 'Microsoft Excel', 'Microsoft Power Platform', 'Presentations']",https://www.coursera.org/specializations/master-microsoft-office-365-power-platform
Cancer Biology Specialization,Johns Hopkins University,Basic Science,"Learn essential skills in cancer biology, cancer metastasis, and prostate cancer, that will enable you to develop a deeper understanding of the impact of cancer on the human body.",4.9,Beginner level,1 month,"['General Medical Tests and Procedures', 'Precision Medicine', 'Anatomy', 'Patient Evaluation', 'Preventative Care', 'Urology', 'Internal Medicine', 'Oncology', 'Patient Treatment', 'Molecular Biology', 'Medical Imaging']",https://www.coursera.org/specializations/cancer-biology
Workday Basics Series,Workday,Business Essentials,Instructor: Workday Education,4.8,Beginner level,Flexible schedule,"['Business Intelligence', 'Branding', 'Workday (Software)']",https://www.coursera.org/learn/workday-basics-series
Sound the Alarm: Detection and Response,Google,Computer Security and Networks,This course is part of Google Cybersecurity Professional Certificate,4.8,Beginner level,Flexible schedule,"['Cybersecurity', 'Network Analysis', 'Incident Response', 'Continuous Monitoring', 'Incident Management', 'Security Information and Event Management (SIEM)', 'Cyber Threat Hunting', 'Event Monitoring']",https://www.coursera.org/learn/detection-and-response
Preparing for Google Cloud Certification: Cloud Security Engineer Professional Certificate,Google Cloud,Cloud Computing,Advance your career as a Cloud Security Engineer,4.7,Intermediate level,Flexible schedule,"['Network Monitoring', 'Containerization', 'Identity and Access Management', 'Data Loss Prevention', 'Role-Based Access Control (RBAC)', 'Network Routing', 'Prompt Engineering', 'Cloud Infrastructure']",https://www.coursera.org/professional-certificates/google-cloud-security
Data Science: Foundations using R Specialization,Johns Hopkins University,Data Analysis,"Instructors: Roger D. Peng, PhD
+2 more",4.6,Beginner level,4 months,"['R Programming', 'GitHub', 'Machine Learning', 'Data Visualization Software', 'Data Wrangling', 'Rmarkdown', 'Exploratory Data Analysis', 'Data Cleansing', 'Statistical Programming', 'Data Manipulation']",https://www.coursera.org/specializations/data-science-foundations-r
Meta Marketing Analytics Professional Certificate,Meta,Marketing,Launch Your Career in Marketing Analytics. Build job-ready skills – and must-have AI skills – for an in-demand career. Earn a credential from Meta in 7 months or less. No degree or prior experience required.,4.8,Beginner level,Flexible schedule,"['Data Visualization Software', 'Interviewing Skills', 'Pandas (Python Package)', 'Bayesian Statistics', 'Data Cleansing', 'Key Performance Indicators (KPIs)', 'Marketing', 'Descriptive Statistics']",https://www.coursera.org/professional-certificates/facebook-marketing-analytics
Generative AI for Data Scientists Specialization,IBM,Machine Learning,Leap ahead in data science using generative AI. Build in-demand hands-on generative AI skills to supercharge your data science career in under 1 month,4.7,Intermediate level,1 month,"['Machine Learning', 'Large Language Modeling', 'Data Synthesis', 'ChatGPT', 'Exploratory Data Analysis', 'OpenAI', 'IBM Cloud', 'Prompt Engineering', 'Data Storytelling', 'Data Modeling', 'Predictive Analytics']",https://www.coursera.org/specializations/generative-ai-for-data-scientists
Generative AI for Digital Marketing Specialization,IBM,Marketing,Unlock Potential of Gen AI in Digital Marketing. Learn how to leverage the capabilities & tools of genAI to create effective marketing content,4.7,Beginner level,1 month,"['Digital Advertising', 'Search Engine Optimization', 'Large Language Modeling', 'ChatGPT', 'OpenAI', 'IBM Cloud', 'Prompt Engineering', 'Marketing', 'Marketing Analytics', 'Email Marketing', 'Digital Marketing']",https://www.coursera.org/specializations/generative-ai-for-digital-marketing
English for Career Development,University of Pennsylvania,Learning English,"Instructors: Brian McManus
+1 more",4.8,,40 hours to complete,"['Social Skills', 'Business Writing', 'Business Communication', 'Verbal Communication Skills', 'Writing', 'English Language', 'Vocabulary', 'Communication', 'Business Correspondence', 'Interviewing Skills']",https://www.coursera.org/learn/careerdevelopment
Clinical Trials: Good Clinical Practice Specialization,Novartis,Research,GCP Principles for Ethical Clinical Trials,4.7,Beginner level,1 month,"['Document Management', 'Record Keeping', 'Patient Education And Counseling', 'Clinical Research', 'Regulatory Compliance', 'Risk Management', 'Patient Safety', 'Clinical Trials', 'Medical Science and Research']",https://www.coursera.org/specializations/clinical-trials-good-clinical-practice
Risk Management Specialization,New York Institute of Finance,Finance,Enhance Your Skills in Risk Management. Understand the theory and practice of risk management and the expected results from a successful risk management process.,4.6,Beginner level,1 month,"['Risk Modeling', 'Governance', 'Derivatives', 'Risk Control', 'Investment Management', 'Risk Management Framework', 'Enterprise Risk Management (ERM)', 'Key Performance Indicators (KPIs)', 'Risk Mitigation']",https://www.coursera.org/specializations/risk-management
Work Smarter with Microsoft Word,Microsoft,Cloud Computing,"This course is part of multiple programs.
Learn more",4.7,Beginner level,Flexible schedule,"['Microsoft 365', 'Microsoft Windows', 'Grammar', 'Editing', 'Technical Documentation', 'Document Management', 'Writing', 'Presentations', 'Microsoft Word', 'Proofreading']",https://www.coursera.org/learn/microsoft-word-work-smarter
Introduction to Finance: The Basics,University of Illinois Urbana-Champaign,Finance,Instructor: Xi Yang,4.7,Beginner level,Flexible schedule,"['Return On Investment', 'Financial Statement Analysis', 'Balance Sheet', 'Cash Flows', 'Finance', 'Investment Management', 'Financial Analysis', 'Leadership and Management', 'Organizational Structure']",https://www.coursera.org/learn/introduction-to-finance-the-basics
